person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
33.0,140250,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000,14.11,0,0.1052631578947368,N,10
32.0,140250,RENT,8.0,EDUCATION,A,15000,9.63,0,0.0789473684210526,N,7
32.0,140250,RENT,4.0,PERSONAL,A,8400,9.32,0,0.044211457083307,N,8
33.0,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.17,0,0.1058201058201058,N,7
30.0,78000,RENT,4.0,HOMEIMPROVEMENT,D,23125,10.99,1,0.32,Y,9
31.0,78000,RENT,10.0,MEDICAL,B,23125,10.75,1,0.32,N,8
27.0,72000,RENT,3.0,DEBTCONSOLIDATION,D,23125,15.95,1,0.3472222222222222,Y,6
33.0,140250,MORTGAGE,0.0,EDUCATION,D,23125,14.46,0,0.1336926993090761,Y,8
29.0,140250,MORTGAGE,5.0,MEDICAL,D,11200,16.89,1,0.0754666127619432,Y,9
28.0,140250,MORTGAGE,12.0,MEDICAL,C,10000,14.22,0,0.0536250536250536,Y,9
29.0,140250,MORTGAGE,14.0,EDUCATION,B,23125,10.46,0,0.1343630920709652,N,6
27.0,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3700,10.99,0,0.02,N,5
28.0,140250,OTHER,3.0,VENTURE,A,2500,7.4,0,0.0134408602150537,N,9
27.0,140250,MORTGAGE,10.0,PERSONAL,A,23125,10.99,0,0.188952232875529,N,8
30.0,140250,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.081081081081081,N,7
29.0,140250,MORTGAGE,7.0,DEBTCONSOLIDATION,D,23125,17.49,1,0.1618497109826589,Y,10
32.0,80000,RENT,2.0,VENTURE,B,23125,10.99,1,0.3125,N,8
35.0,80000,RENT,14.5,VENTURE,D,23125,14.09,1,0.3125,Y,10
33.0,80000,RENT,0.0,MEDICAL,B,23125,11.86,1,0.3125,N,8
27.0,140250,RENT,12.0,EDUCATION,E,15000,19.03,0,0.081967213114754,Y,6
32.0,80000,RENT,1.0,MEDICAL,C,23125,12.87,1,0.3125,N,9
30.0,14400,OWN,2.0,VENTURE,B,1000,10.62,0,0.07,N,10
30.0,14400,OWN,0.0,HOMEIMPROVEMENT,D,9250,14.96,1,0.6423611111111112,N,10
29.0,140250,MORTGAGE,8.0,PERSONAL,B,18000,12.69,0,0.1,N,9
29.0,140250,MORTGAGE,2.0,PERSONAL,E,23125,19.42,0,0.1722222222222222,Y,8
30.0,140250,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12500,6.03,0,0.07,N,6
27.0,140250,RENT,2.0,MEDICAL,B,15000,12.42,0,0.0833333333333333,N,10
31.0,140250,MORTGAGE,5.0,VENTURE,C,9000,14.27,0,0.05,Y,6
32.0,140250,MORTGAGE,12.0,PERSONAL,A,10000,7.9,0,0.0555555555555555,N,10
31.0,140250,OWN,14.5,EDUCATION,B,10000,11.71,0,0.0555555555555555,N,7
30.0,14400,OWN,0.0,MEDICAL,D,5000,14.96,1,0.3472222222222222,N,9
28.0,84000,RENT,7.0,PERSONAL,E,23125,15.95,0,0.2976190476190476,Y,7
31.0,85000,RENT,5.0,VENTURE,B,23125,10.75,0,0.2941176470588235,N,7
34.0,140250,MORTGAGE,9.0,EDUCATION,C,12900,12.99,0,0.0716666666666666,Y,7
33.0,140250,MORTGAGE,14.5,DEBTCONSOLIDATION,A,13000,7.29,0,0.0722222222222222,N,7
29.0,140250,MORTGAGE,9.0,PERSONAL,A,15000,5.79,0,0.0833333333333333,N,6
30.0,140250,MORTGAGE,11.0,VENTURE,D,23125,14.91,0,0.1555555555555555,Y,5
27.0,140250,RENT,4.0,PERSONAL,B,8000,10.37,0,0.0444444444444444,N,5
35.0,140250,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,6.92,0,0.0472222222222222,N,8
28.0,140250,RENT,4.0,VENTURE,C,9000,13.8,0,0.05,N,10
31.0,85000,RENT,0.0,PERSONAL,B,23125,11.89,0,0.2941176470588235,N,6
30.0,85000,RENT,3.0,HOMEIMPROVEMENT,B,23125,12.21,0,0.2941176470588235,N,6
28.0,15000,OWN,2.0,PERSONAL,B,4375,12.42,1,0.2916666666666667,N,9
30.0,140250,MORTGAGE,14.0,DEBTCONSOLIDATION,B,20000,11.48,0,0.1111111111111111,N,8
31.0,140250,RENT,1.0,VENTURE,E,20000,10.99,1,0.12,Y,7
33.0,140250,RENT,0.0,MEDICAL,A,7000,7.74,0,0.0388888888888888,N,6
30.0,140250,MORTGAGE,8.0,EDUCATION,A,10000,8.94,1,0.06,N,5
28.0,140250,RENT,0.0,DEBTCONSOLIDATION,F,15000,17.26,1,0.09,Y,9
27.0,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,F,23125,17.26,1,0.1428571428571428,N,9
32.0,90000,RENT,2.0,PERSONAL,B,23125,9.99,0,0.2777777777777778,N,7
32.0,90000,RENT,7.0,EDUCATION,D,23125,15.58,0,0.2777777777777778,N,7
29.0,15000,OWN,5.0,PERSONAL,A,5000,7.51,1,0.3333333333333333,N,7
28.0,78000,RENT,0.0,PERSONAL,D,23125,10.99,1,0.32,Y,5
34.0,91000,RENT,11.0,MEDICAL,B,23125,11.36,0,0.2747252747252747,N,5
31.0,15000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.1333333333333333,Y,8
29.0,92200,RENT,7.0,VENTURE,D,23125,14.96,0,0.2711496746203904,N,5
30.0,96000,RENT,3.0,PERSONAL,B,23125,10.99,0,0.26,N,6
28.0,140250,RENT,7.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.0342857142857142,N,10
29.0,140250,RENT,4.0,VENTURE,D,4000,16.29,1,0.0245398773006134,N,6
35.0,140250,RENT,0.0,DEBTCONSOLIDATION,B,16000,11.49,0,0.0914285714285714,N,10
29.0,140250,MORTGAGE,1.0,DEBTCONSOLIDATION,A,15000,8.49,0,0.0857142857142857,N,8
31.0,140250,MORTGAGE,3.0,EDUCATION,E,7500,19.69,0,0.0428571428571428,N,9
35.0,140250,MORTGAGE,12.0,VENTURE,A,2200,8.49,0,0.0125714285714285,N,7
27.0,96000,RENT,11.0,HOMEIMPROVEMENT,E,23125,10.99,0,0.26,N,6
29.0,97000,RENT,4.0,PERSONAL,B,23125,10.37,0,0.2577319587628865,N,10
31.0,86000,RENT,1.0,DEBTCONSOLIDATION,D,23125,16.0,1,0.29,Y,5
29.0,88000,RENT,9.0,PERSONAL,D,23125,14.46,1,0.2840909090909091,Y,10
33.0,100000,RENT,1.0,HOMEIMPROVEMENT,C,23125,11.66,0,0.25,N,9
28.0,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000,15.37,1,0.2666666666666666,N,10
35.0,15000,OWN,3.0,HOMEIMPROVEMENT,A,3700,9.32,1,0.2466666666666666,N,6
30.0,75480,RENT,1.0,MEDICAL,C,23125,15.27,1,0.3312135665076841,Y,9
30.0,102000,RENT,2.0,VENTURE,B,23125,9.62,0,0.2450980392156862,N,8
35.0,15000,MORTGAGE,0.0,VENTURE,C,1925,12.84,0,0.1283333333333333,N,6
27.0,103250,RENT,1.0,VENTURE,C,23125,12.73,0,0.2421307506053268,N,10
29.0,105996,RENT,13.0,HOMEIMPROVEMENT,D,23125,14.83,0,0.2358579569040341,N,9
28.0,140250,RENT,4.0,VENTURE,B,23125,10.99,0,0.14,N,8
30.0,140250,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.68,0,0.0342857142857142,N,7
29.0,140250,MORTGAGE,8.0,EDUCATION,D,23125,15.28,0,0.1428604082379025,Y,10
28.0,140250,MORTGAGE,2.0,PERSONAL,D,12000,10.99,0,0.0689655172413793,N,10
27.0,96000,RENT,1.0,VENTURE,D,23125,16.89,1,0.26,Y,10
35.0,110000,RENT,9.0,DEBTCONSOLIDATION,C,23125,13.49,0,0.2272727272727272,N,8
34.0,140250,MORTGAGE,1.0,PERSONAL,D,15000,14.96,0,0.087211330496058,N,5
31.0,140250,MORTGAGE,1.0,DEBTCONSOLIDATION,D,16000,15.65,1,0.1,Y,6
28.0,140250,RENT,5.0,PERSONAL,D,6000,15.95,1,0.0377358490566037,N,10
33.0,140250,MORTGAGE,14.5,PERSONAL,A,12000,7.51,0,0.07,N,9
31.0,15456,MORTGAGE,1.0,PERSONAL,A,4000,8.9,1,0.2587991718426501,N,5
34.0,140250,MORTGAGE,2.0,VENTURE,C,12000,10.99,1,0.0759493670886076,N,8
31.0,140250,RENT,8.0,DEBTCONSOLIDATION,D,10200,15.99,1,0.0645569620253164,Y,7
35.0,140250,MORTGAGE,6.0,EDUCATION,A,6500,7.49,0,0.038235294117647,N,10
34.0,140250,MORTGAGE,9.0,VENTURE,D,7500,15.99,0,0.0441176470588235,N,10
29.0,140250,MORTGAGE,7.0,PERSONAL,C,23125,12.99,0,0.2058823529411764,Y,5
31.0,140250,MORTGAGE,14.5,PERSONAL,C,10000,13.49,0,0.0588235294117647,Y,8
34.0,15523,OWN,1.0,VENTURE,A,3800,7.49,1,0.244798041615667,N,9
32.0,106000,RENT,14.0,DEBTCONSOLIDATION,E,23125,16.63,1,0.2358490566037736,Y,7
33.0,15600,OWN,1.0,VENTURE,A,5900,10.99,1,0.3782051282051282,N,7
33.0,120000,RENT,9.0,DEBTCONSOLIDATION,B,23125,11.36,0,0.2083333333333333,N,8
28.0,108000,RENT,0.0,EDUCATION,D,23125,14.61,1,0.2314814814814814,Y,6
33.0,125000,RENT,5.0,DEBTCONSOLIDATION,B,23125,11.36,0,0.2,N,5
30.0,15600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,5.79,1,0.4,N,6
29.0,113000,RENT,1.0,EDUCATION,D,23125,15.31,1,0.2212389380530973,N,6
32.0,140250,RENT,9.0,PERSONAL,B,10000,11.14,0,0.0588235294117647,N,5
32.0,140250,RENT,5.0,EDUCATION,C,23125,15.27,0,0.1488095238095238,N,6
30.0,102213,RENT,3.0,MEDICAL,D,23125,15.7,1,0.2445872834179605,N,7
27.0,15600,OWN,0.0,EDUCATION,A,6400,7.74,1,0.41,N,9
30.0,135000,RENT,4.0,PERSONAL,D,23125,15.21,0,0.1851851851851851,Y,6
35.0,123000,RENT,2.0,PERSONAL,E,23125,17.19,1,0.2032520325203252,Y,8
28.0,140000,RENT,11.0,HOMEIMPROVEMENT,C,23125,13.11,0,0.1785714285714285,Y,7
33.0,140004,RENT,7.0,EDUCATION,D,23125,15.58,0,0.1785663266763806,N,10
31.0,140250,RENT,4.0,VENTURE,D,23125,16.07,0,0.1748251748251748,Y,7
32.0,140250,RENT,7.0,DEBTCONSOLIDATION,A,23125,8.49,0,0.1666666666666666,N,7
30.0,140250,RENT,3.0,PERSONAL,E,23125,17.56,0,0.1666666666666666,N,5
27.0,140250,RENT,1.0,EDUCATION,B,23125,11.36,0,0.1666666666666666,N,6
29.0,16000,OWN,3.0,VENTURE,A,3000,7.9,1,0.1875,N,8
30.0,140250,MORTGAGE,3.0,EDUCATION,D,5000,15.62,0,0.03,Y,10
27.0,140250,MORTGAGE,6.0,HOMEIMPROVEMENT,C,23125,12.99,0,0.2121212121212121,N,9
31.0,140250,MORTGAGE,3.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.09,N,7
30.0,140250,RENT,5.0,DEBTCONSOLIDATION,C,23125,12.53,0,0.1666666666666666,N,6
30.0,16000,MORTGAGE,2.0,MEDICAL,A,7275,5.42,1,0.4546875,N,10
31.0,138000,RENT,0.0,VENTURE,D,23125,13.24,1,0.181159420289855,N,7
33.0,16000,MORTGAGE,0.0,MEDICAL,A,6000,7.14,1,0.375,N,5
31.0,139016,RENT,5.0,VENTURE,D,23125,15.37,1,0.18,Y,8
30.0,140250,RENT,5.0,MEDICAL,B,23125,9.88,0,0.16,N,7
30.0,140250,RENT,0.0,EDUCATION,D,23125,15.95,1,0.1689189189189189,N,8
29.0,140250,RENT,4.0,DEBTCONSOLIDATION,B,23125,9.91,0,0.1533742331288343,N,5
30.0,140250,RENT,14.0,EDUCATION,D,23125,15.2,0,0.1470588235294117,N,8
27.0,140250,RENT,11.0,PERSONAL,D,23125,16.32,0,0.1470588235294117,N,10
27.0,16000,OTHER,1.0,DEBTCONSOLIDATION,D,5750,10.99,1,0.36,Y,8
30.0,140250,RENT,14.0,HOMEIMPROVEMENT,D,23125,15.21,0,0.1470588235294117,N,5
29.0,140250,RENT,1.0,PERSONAL,B,23125,10.74,0,0.1428571428571428,N,5
32.0,140250,RENT,5.0,VENTURE,A,20000,6.99,0,0.1234567901234567,N,9
28.0,127500,MORTGAGE,5.0,MEDICAL,E,20000,17.04,1,0.1568627450980392,Y,8
29.0,140250,RENT,3.0,VENTURE,B,4800,10.99,0,0.03,N,5
27.0,140250,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.05,N,9
30.0,140250,RENT,2.0,EDUCATION,E,22200,19.42,1,0.15,N,8
29.0,125800,RENT,11.0,MEDICAL,D,9000,16.77,1,0.0715421303656597,N,8
28.0,140250,RENT,5.0,EDUCATION,D,23125,14.46,1,0.14,Y,7
32.0,140250,RENT,3.0,MEDICAL,C,23125,12.53,0,0.11,N,5
27.0,140250,RENT,2.0,EDUCATION,F,23125,18.3,1,0.1121076233183856,N,9
32.0,140250,RENT,1.0,PERSONAL,C,23125,12.53,0,0.1063829787234042,Y,7
33.0,140250,RENT,4.0,DEBTCONSOLIDATION,D,23125,14.11,1,0.1,Y,6
33.0,16620,OWN,4.0,HOMEIMPROVEMENT,A,3000,5.99,1,0.18,N,6
31.0,16656,MORTGAGE,4.0,MEDICAL,C,2400,14.72,1,0.1440922190201729,N,7
28.0,78000,RENT,12.0,HOMEIMPROVEMENT,G,23125,18.36,1,0.3157051282051282,N,5
30.0,32004,RENT,1.0,PERSONAL,B,23125,11.12,1,0.7577177852768404,N,5
30.0,36000,RENT,3.0,DEBTCONSOLIDATION,C,23125,12.61,1,0.6736111111111112,Y,7
27.0,140250,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.1,N,5
32.0,140250,MORTGAGE,2.0,MEDICAL,B,3200,10.99,0,0.02,N,5
29.0,140250,MORTGAGE,9.0,PERSONAL,C,14700,13.43,0,0.091875,Y,5
29.0,140250,MORTGAGE,8.0,EDUCATION,A,7000,10.99,0,0.04375,N,8
27.0,140250,MORTGAGE,12.0,DEBTCONSOLIDATION,C,7000,12.23,0,0.04375,Y,6
34.0,16800,OWN,0.0,PERSONAL,C,1600,13.72,0,0.0952380952380952,Y,5
27.0,74000,RENT,7.0,DEBTCONSOLIDATION,D,23125,15.31,1,0.3277027027027027,Y,8
28.0,16800,OWN,4.0,MEDICAL,C,5000,13.98,1,0.2976190476190476,N,8
28.0,16800,OWN,5.0,EDUCATION,B,5000,9.88,1,0.2976190476190476,N,7
28.0,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,15.65,1,0.1013513513513513,Y,5
30.0,140250,RENT,0.0,VENTURE,B,8400,11.89,0,0.0525,N,6
27.0,140250,MORTGAGE,12.0,MEDICAL,C,1500,11.78,0,0.01,Y,6
29.0,140250,RENT,0.0,DEBTCONSOLIDATION,C,15000,13.04,0,0.09375,N,5
30.0,105000,RENT,4.0,VENTURE,D,23125,15.65,0,0.23,N,10
31.0,118320,RENT,1.0,HOMEIMPROVEMENT,B,23125,12.53,0,0.2049526707234618,N,5
29.0,108000,RENT,0.0,PERSONAL,D,23125,16.0,1,0.224537037037037,N,9
29.0,126000,RENT,10.0,HOMEIMPROVEMENT,E,23125,16.7,0,0.1924603174603174,Y,7
32.0,17000,OWN,0.0,PERSONAL,D,3200,14.84,1,0.188235294117647,N,7
31.0,105400,RENT,2.0,MEDICAL,D,23125,15.31,1,0.2300759013282732,N,5
27.0,128000,RENT,11.0,DEBTCONSOLIDATION,D,23125,14.59,1,0.19,N,10
30.0,140250,RENT,14.0,VENTURE,B,23125,10.99,0,0.1677040110650069,N,6
29.0,140250,RENT,4.0,PERSONAL,C,23125,13.23,0,0.1630624815083783,Y,9
34.0,140250,RENT,0.0,DEBTCONSOLIDATION,B,23125,11.83,0,0.144345238095238,N,10
30.0,17280,MORTGAGE,0.0,PERSONAL,C,2000,10.99,0,0.1157407407407407,N,7
27.0,47000,RENT,0.0,DEBTCONSOLIDATION,E,23125,17.14,1,0.51,N,5
35.0,49000,RENT,2.0,DEBTCONSOLIDATION,D,23125,15.2,1,0.49,N,10
28.0,58000,RENT,12.0,EDUCATION,B,23125,10.75,1,0.4137931034482758,N,10
28.0,17544,MORTGAGE,2.0,EDUCATION,A,1500,8.63,0,0.0854993160054719,N,10
28.0,54000,RENT,1.0,VENTURE,E,23125,16.45,1,0.4444444444444444,Y,8
35.0,17640,OWN,4.0,MEDICAL,D,4000,16.29,1,0.2267573696145124,N,7
31.0,17676,OWN,1.0,EDUCATION,D,2500,14.74,0,0.1414347137361394,N,10
30.0,65000,RENT,4.0,HOMEIMPROVEMENT,A,23125,7.9,1,0.37,N,5
27.0,17795,OWN,4.0,MEDICAL,A,2650,10.99,0,0.1489182354593987,N,8
31.0,59712,RENT,0.0,DEBTCONSOLIDATION,E,23125,17.43,1,0.4019292604501607,N,9
28.0,67000,RENT,5.0,DEBTCONSOLIDATION,A,23125,7.49,1,0.3582089552238806,N,10
27.0,18000,OWN,4.0,EDUCATION,A,5000,7.9,1,0.2777777777777778,N,9
29.0,72000,RENT,4.0,EDUCATION,A,23125,7.66,1,0.3333333333333333,N,6
27.0,72000,RENT,3.0,VENTURE,D,23125,14.96,1,0.3333333333333333,N,10
28.0,72000,RENT,0.0,MEDICAL,C,23125,13.85,1,0.3333333333333333,N,5
30.0,18000,MORTGAGE,6.0,MEDICAL,B,2200,10.99,1,0.1222222222222222,N,6
27.0,75860,RENT,9.0,MEDICAL,B,23125,10.99,1,0.3163722646981281,N,5
27.0,78000,RENT,4.0,PERSONAL,B,23125,10.99,1,0.3076923076923077,N,10
35.0,80000,RENT,1.0,PERSONAL,C,23125,13.92,0,0.3,Y,5
32.0,85000,RENT,4.0,PERSONAL,A,23125,7.9,0,0.2823529411764706,N,6
28.0,85000,RENT,7.0,MEDICAL,B,23125,10.99,0,0.2823529411764706,N,10
30.0,90000,RENT,3.0,MEDICAL,B,23125,11.49,0,0.2666666666666666,N,6
31.0,95000,RENT,3.0,HOMEIMPROVEMENT,D,23125,13.67,0,0.2526315789473684,Y,10
30.0,85000,RENT,1.0,PERSONAL,E,23125,16.82,1,0.2823529411764706,N,8
35.0,100450,RENT,1.0,PERSONAL,B,23125,12.69,0,0.2389248382279741,N,7
28.0,103832,RENT,12.0,EDUCATION,E,23125,16.69,0,0.2311426149934509,N,5
35.0,105000,RENT,6.0,VENTURE,B,23125,9.25,0,0.2285714285714285,N,7
30.0,105400,RENT,1.0,DEBTCONSOLIDATION,C,23125,13.11,0,0.2277039848197343,Y,6
29.0,110000,RENT,4.0,HOMEIMPROVEMENT,E,23125,18.39,0,0.2181818181818181,Y,8
29.0,125000,RENT,3.0,VENTURE,E,23125,10.99,0,0.192,Y,5
31.0,125004,RENT,13.0,VENTURE,B,23125,9.25,0,0.1919938561966017,N,8
27.0,18000,MORTGAGE,0.0,VENTURE,A,2000,7.88,0,0.1111111111111111,N,5
32.0,18000,OWN,0.0,VENTURE,A,4750,7.88,1,0.2638888888888889,N,6
31.0,138000,RENT,0.0,PERSONAL,D,23125,15.65,1,0.1739130434782608,Y,5
28.0,140250,RENT,2.0,EDUCATION,C,23125,10.99,0,0.116504854368932,Y,5
28.0,75000,RENT,5.0,VENTURE,D,23125,16.29,1,0.318,N,10
29.0,40000,RENT,2.0,DEBTCONSOLIDATION,B,23125,11.12,1,0.5875,N,8
34.0,45600,RENT,4.0,PERSONAL,B,23125,11.36,1,0.5153508771929824,N,9
28.0,58704,RENT,5.0,DEBTCONSOLIDATION,C,23125,14.72,1,0.4,N,7
28.0,18000,OWN,2.0,MEDICAL,C,6350,13.57,1,0.3527777777777778,N,5
29.0,78200,RENT,5.0,MEDICAL,B,23125,11.36,0,0.3,N,8
29.0,90000,RENT,0.0,VENTURE,B,23125,11.58,0,0.26,N,6
28.0,75000,RENT,3.0,EDUCATION,B,23000,10.51,1,0.3066666666666666,N,9
30.0,72000,RENT,2.0,EDUCATION,B,23000,12.18,1,0.32,N,6
29.0,91440,RENT,13.0,HOMEIMPROVEMENT,A,23000,6.54,0,0.2515310586176728,N,7
31.0,112000,RENT,5.0,PERSONAL,B,23000,12.18,0,0.2053571428571428,N,6
27.0,52000,RENT,0.0,VENTURE,C,22950,13.49,1,0.4413461538461538,N,9
35.0,49404,RENT,0.0,MEDICAL,A,22750,6.54,1,0.46,N,9
29.0,46000,RENT,1.0,DEBTCONSOLIDATION,D,22750,14.46,1,0.4945652173913043,N,9
34.0,69600,RENT,10.0,VENTURE,A,22650,10.99,1,0.3254310344827586,N,6
28.0,46500,RENT,2.0,EDUCATION,D,22500,14.96,1,0.4838709677419355,Y,9
34.0,39000,RENT,0.0,HOMEIMPROVEMENT,C,22400,10.99,1,0.5743589743589743,Y,9
35.0,68231,RENT,3.0,EDUCATION,C,22400,12.99,1,0.3282965221087189,Y,7
32.0,73000,RENT,0.0,EDUCATION,B,22400,12.69,1,0.3068493150684931,N,5
29.0,58500,RENT,1.0,MEDICAL,D,22000,13.67,1,0.376068376068376,N,6
30.0,75000,RENT,5.0,HOMEIMPROVEMENT,B,22000,10.62,0,0.2933333333333333,N,10
31.0,69000,RENT,1.0,DEBTCONSOLIDATION,D,22000,13.67,1,0.3188405797101449,Y,7
27.0,19000,OWN,2.0,HOMEIMPROVEMENT,D,7800,15.58,1,0.41,Y,5
28.0,80000,RENT,0.0,VENTURE,B,22000,9.76,0,0.275,N,9
31.0,85000,RENT,6.0,MEDICAL,B,22000,11.58,0,0.2588235294117647,N,5
28.0,92000,RENT,6.0,EDUCATION,B,22000,12.69,0,0.24,N,9
27.0,140250,RENT,5.0,VENTURE,A,22000,6.91,0,0.1157894736842105,N,10
35.0,60000,RENT,14.5,VENTURE,D,21725,15.62,1,0.3620833333333333,Y,10
27.0,19200,MORTGAGE,3.0,VENTURE,D,1400,16.77,0,0.0729166666666666,N,6
29.0,19200,OWN,7.0,VENTURE,A,6000,10.99,1,0.3125,N,5
28.0,83004,RENT,13.0,MEDICAL,A,21600,6.91,0,0.26,N,10
33.0,80001,RENT,6.0,EDUCATION,E,21600,18.64,1,0.27,N,10
31.0,120000,RENT,7.0,HOMEIMPROVEMENT,E,21600,19.03,0,0.18,Y,5
30.0,64600,RENT,0.0,MEDICAL,A,21500,6.91,1,0.3328173374613003,N,10
30.0,132000,RENT,14.0,HOMEIMPROVEMENT,B,21500,10.62,0,0.1628787878787878,N,8
33.0,19200,OWN,2.0,PERSONAL,B,6000,11.99,1,0.3125,N,7
35.0,40000,RENT,3.0,VENTURE,F,21000,19.41,1,0.525,Y,10
33.0,47580,RENT,12.0,PERSONAL,B,21000,10.99,1,0.4413619167717528,N,8
33.0,57500,RENT,2.0,HOMEIMPROVEMENT,D,21000,16.29,1,0.3652173913043478,Y,5
30.0,19200,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4750,13.61,1,0.2473958333333333,Y,8
31.0,66000,RENT,3.0,PERSONAL,B,21000,10.37,1,0.3181818181818182,N,10
28.0,68666,RENT,7.0,DEBTCONSOLIDATION,B,21000,12.69,1,0.3058282119243876,N,8
28.0,71250,RENT,2.0,PERSONAL,F,21000,10.99,1,0.2947368421052631,Y,9
31.0,72000,RENT,6.0,DEBTCONSOLIDATION,B,21000,11.99,1,0.2916666666666667,N,6
29.0,80000,RENT,3.0,PERSONAL,B,21000,10.99,0,0.2625,N,6
28.0,90000,RENT,12.0,PERSONAL,D,21000,14.54,0,0.2333333333333333,N,9
33.0,83000,RENT,0.0,DEBTCONSOLIDATION,B,21000,11.71,1,0.253012048192771,N,7
29.0,93000,RENT,13.0,EDUCATION,B,21000,12.42,1,0.2258064516129032,N,10
28.0,100511,RENT,1.0,DEBTCONSOLIDATION,D,21000,10.99,1,0.2089323556625643,Y,5
29.0,117000,RENT,6.0,PERSONAL,B,21000,10.65,0,0.18,N,9
30.0,140250,RENT,2.0,VENTURE,B,21000,12.62,0,0.14,N,9
34.0,138000,RENT,0.0,HOMEIMPROVEMENT,E,21000,18.79,1,0.1521739130434782,N,10
31.0,32400,RENT,2.0,DEBTCONSOLIDATION,C,20500,11.03,1,0.6327160493827161,Y,6
35.0,40934,RENT,5.0,EDUCATION,B,20500,12.53,1,0.5,N,6
28.0,58200,RENT,11.0,EDUCATION,E,20500,16.82,1,0.352233676975945,Y,5
35.0,54000,RENT,0.0,PERSONAL,D,20500,14.61,1,0.38,Y,5
33.0,50000,RENT,0.0,HOMEIMPROVEMENT,A,20400,6.54,1,0.408,N,7
29.0,72000,RENT,8.0,HOMEIMPROVEMENT,B,20400,11.49,0,0.2833333333333333,N,7
31.0,30372,RENT,2.0,PERSONAL,D,20200,14.74,1,0.665086263663901,Y,5
27.0,52275,RENT,7.0,MEDICAL,D,20050,17.58,1,0.3835485413677666,Y,10
32.0,39500,RENT,12.0,DEBTCONSOLIDATION,C,20000,13.11,1,0.5063291139240507,N,5
27.0,40000,RENT,11.0,DEBTCONSOLIDATION,A,20000,6.91,1,0.5,N,8
31.0,42000,RENT,1.0,VENTURE,C,20000,13.57,1,0.4761904761904761,N,6
32.0,36500,RENT,2.0,DEBTCONSOLIDATION,E,20000,10.99,1,0.547945205479452,Y,8
30.0,45000,RENT,3.0,VENTURE,B,20000,11.86,1,0.4444444444444444,N,7
30.0,20000,OWN,14.0,HOMEIMPROVEMENT,A,3800,6.99,0,0.19,N,5
35.0,20000,OWN,1.0,VENTURE,A,5500,7.66,0,0.275,N,8
31.0,20000,OWN,3.0,VENTURE,A,6400,5.42,0,0.32,N,6
29.0,20000,OWN,1.0,EDUCATION,A,5000,5.79,0,0.25,N,7
30.0,50000,RENT,4.0,VENTURE,C,20000,13.49,1,0.4,N,10
27.0,50004,RENT,5.0,DEBTCONSOLIDATION,B,20000,10.99,1,0.4,N,9
28.0,20000,OWN,0.0,MEDICAL,E,10000,10.99,1,0.5,N,7
31.0,20000,OWN,3.0,VENTURE,B,5000,11.83,0,0.25,N,7
29.0,51996,RENT,13.0,VENTURE,D,20000,10.99,1,0.3846449726902069,Y,5
31.0,20000,OWN,5.0,VENTURE,B,5000,11.83,0,0.25,N,5
28.0,20000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,8.59,0,0.25,N,7
30.0,52500,RENT,2.0,HOMEIMPROVEMENT,B,20000,10.37,1,0.38,N,7
33.0,53004,RENT,0.0,PERSONAL,C,20000,13.04,1,0.3773300128292204,N,10
28.0,54000,RENT,2.0,MEDICAL,A,20000,7.9,1,0.37,N,8
32.0,54000,RENT,8.0,VENTURE,B,20000,11.11,1,0.37,N,7
27.0,54000,RENT,2.0,MEDICAL,B,20000,10.99,1,0.37,N,8
35.0,54996,RENT,12.0,HOMEIMPROVEMENT,A,20000,6.62,1,0.3636628118408611,N,9
27.0,55000,RENT,3.0,DEBTCONSOLIDATION,C,20000,13.48,1,0.3636363636363636,N,9
32.0,55000,RENT,2.0,VENTURE,B,20000,11.83,1,0.3636363636363636,N,7
27.0,56000,RENT,5.0,HOMEIMPROVEMENT,B,20000,12.18,1,0.3571428571428571,N,10
28.0,57000,RENT,12.0,DEBTCONSOLIDATION,B,20000,11.71,1,0.35,N,6
33.0,57492,RENT,1.0,MEDICAL,B,20000,12.53,1,0.3478744868851318,N,10
28.0,51500,RENT,2.0,DEBTCONSOLIDATION,D,20000,15.65,1,0.3883495145631068,Y,8
